Id; Source; Target; Weight
"(37, 16, 30, 7, 5, 0, 4, 8, 8)";"(37, 16, 30, 7, 5, 0, 4, 8, 8)";"(16, 30, 7, 5, 0, 4, 8, 8, 40)"; 11
"(15, 8, 37, 15, 8, 37, 8, 37, 34)";"(15, 8, 37, 15, 8, 37, 8, 37, 34)";"(8, 37, 15, 8, 37, 8, 37, 34, 8)"; 2
"(8, 37, 15, 8, 37, 8, 37, 34, 8)";"(8, 37, 15, 8, 37, 8, 37, 34, 8)";"(37, 15, 8, 37, 8, 37, 34, 8, 37)"; 2
"(37, 15, 8, 37, 8, 37, 34, 8, 37)";"(37, 15, 8, 37, 8, 37, 34, 8, 37)";"(15, 8, 37, 8, 37, 34, 8, 37, 34)"; 2
"(8, 37, 34, 8, 37, 34, 8, 37, 35)";"(8, 37, 34, 8, 37, 34, 8, 37, 35)";"(37, 34, 8, 37, 34, 8, 37, 35, 34)"; 2
"(37, 34, 8, 37, 34, 8, 37, 35, 34)";"(37, 34, 8, 37, 34, 8, 37, 35, 34)";"(34, 8, 37, 34, 8, 37, 35, 34, 16)"; 2
"(34, 8, 37, 34, 8, 37, 35, 34, 16)";"(34, 8, 37, 34, 8, 37, 35, 34, 16)";"(8, 37, 34, 8, 37, 35, 34, 16, 16)"; 2
"(37, 35, 34, 16, 16, 7, 44, 6, 8)";"(37, 35, 34, 16, 16, 7, 44, 6, 8)";"(35, 34, 16, 16, 7, 44, 6, 8, 8)"; 14
"(37, 35, 34, 16, 16, 7, 44, 6, 8)";"(37, 35, 34, 16, 16, 7, 44, 6, 8)";"(35, 34, 16, 16, 7, 44, 6, 8, 37)"; 1
"(35, 34, 16, 16, 7, 44, 6, 8, 8)";"(35, 34, 16, 16, 7, 44, 6, 8, 8)";"(34, 16, 16, 7, 44, 6, 8, 8, 8)"; 13
"(35, 34, 16, 16, 7, 44, 6, 8, 8)";"(35, 34, 16, 16, 7, 44, 6, 8, 8)";"(34, 16, 16, 7, 44, 6, 8, 8, 15)"; 1
"(34, 37, 34, 34, 34, 16, 7, 6, 8)";"(34, 37, 34, 34, 34, 16, 7, 6, 8)";"(37, 34, 34, 34, 16, 7, 6, 8, 37)"; 2
"(34, 37, 34, 34, 34, 16, 7, 6, 8)";"(34, 37, 34, 34, 34, 16, 7, 6, 8)";"(37, 34, 34, 34, 16, 7, 6, 8, 24)"; 1
"(37, 34, 34, 34, 16, 7, 6, 8, 37)";"(37, 34, 34, 34, 16, 7, 6, 8, 37)";"(34, 34, 34, 16, 7, 6, 8, 37, 34)"; 3
"(7, 52, 6, 8, 37, 15, 8, 37, 34)";"(7, 52, 6, 8, 37, 15, 8, 37, 34)";"(52, 6, 8, 37, 15, 8, 37, 34, 37)"; 17
"(7, 52, 6, 8, 37, 15, 8, 37, 34)";"(7, 52, 6, 8, 37, 15, 8, 37, 34)";"(52, 6, 8, 37, 15, 8, 37, 34, 8)"; 1
"(52, 6, 8, 37, 15, 8, 37, 34, 37)";"(52, 6, 8, 37, 15, 8, 37, 34, 37)";"(6, 8, 37, 15, 8, 37, 34, 37, 34)"; 17
"(6, 8, 37, 15, 8, 37, 34, 37, 34)";"(6, 8, 37, 15, 8, 37, 34, 37, 34)";"(8, 37, 15, 8, 37, 34, 37, 34, 34)"; 9
"(6, 8, 37, 15, 8, 37, 34, 37, 34)";"(6, 8, 37, 15, 8, 37, 34, 37, 34)";"(8, 37, 15, 8, 37, 34, 37, 34, 16)"; 10
"(8, 37, 15, 8, 37, 34, 37, 34, 34)";"(8, 37, 15, 8, 37, 34, 37, 34, 34)";"(37, 15, 8, 37, 34, 37, 34, 34, 24)"; 1
"(8, 37, 15, 8, 37, 34, 37, 34, 34)";"(8, 37, 15, 8, 37, 34, 37, 34, 34)";"(37, 15, 8, 37, 34, 37, 34, 34, 16)"; 7
"(8, 37, 15, 8, 37, 34, 37, 34, 34)";"(8, 37, 15, 8, 37, 34, 37, 34, 34)";"(37, 15, 8, 37, 34, 37, 34, 34, 34)"; 2
"(37, 15, 8, 37, 34, 37, 34, 34, 24)";"(37, 15, 8, 37, 34, 37, 34, 34, 24)";"(15, 8, 37, 34, 37, 34, 34, 24, 34)"; 1
"(15, 8, 37, 34, 37, 34, 34, 24, 34)";"(15, 8, 37, 34, 37, 34, 34, 24, 34)";"(8, 37, 34, 37, 34, 34, 24, 34, 37)"; 1
"(8, 37, 34, 37, 34, 34, 24, 34, 37)";"(8, 37, 34, 37, 34, 34, 24, 34, 37)";"(37, 34, 37, 34, 34, 24, 34, 37, 26)"; 1
"(37, 34, 37, 34, 34, 24, 34, 37, 26)";"(37, 34, 37, 34, 34, 24, 34, 37, 26)";"(34, 37, 34, 34, 24, 34, 37, 26, 16)"; 1
"(34, 37, 34, 34, 24, 34, 37, 26, 16)";"(34, 37, 34, 34, 24, 34, 37, 26, 16)";"(37, 34, 34, 24, 34, 37, 26, 16, 30)"; 1
"(37, 34, 34, 24, 34, 37, 26, 16, 30)";"(37, 34, 34, 24, 34, 37, 26, 16, 30)";"(34, 34, 24, 34, 37, 26, 16, 30, 7)"; 1
"(34, 34, 24, 34, 37, 26, 16, 30, 7)";"(34, 34, 24, 34, 37, 26, 16, 30, 7)";"(34, 24, 34, 37, 26, 16, 30, 7, 5)"; 1
"(34, 24, 34, 37, 26, 16, 30, 7, 5)";"(34, 24, 34, 37, 26, 16, 30, 7, 5)";"(24, 34, 37, 26, 16, 30, 7, 5, 0)"; 2
"(24, 34, 37, 26, 16, 30, 7, 5, 0)";"(24, 34, 37, 26, 16, 30, 7, 5, 0)";"(34, 37, 26, 16, 30, 7, 5, 0, 4)"; 2
"(34, 37, 26, 16, 30, 7, 5, 0, 4)";"(34, 37, 26, 16, 30, 7, 5, 0, 4)";"(37, 26, 16, 30, 7, 5, 0, 4, 8)"; 2
"(37, 26, 16, 30, 7, 5, 0, 4, 8)";"(37, 26, 16, 30, 7, 5, 0, 4, 8)";"(26, 16, 30, 7, 5, 0, 4, 8, 8)"; 2
"(26, 16, 30, 7, 5, 0, 4, 8, 8)";"(26, 16, 30, 7, 5, 0, 4, 8, 8)";"(16, 30, 7, 5, 0, 4, 8, 8, 40)"; 3
"(7, 52, 6, 8, 37, 15, 37, 34, 34)";"(7, 52, 6, 8, 37, 15, 37, 34, 34)";"(52, 6, 8, 37, 15, 37, 34, 34, 16)"; 1
"(52, 6, 8, 37, 15, 37, 34, 34, 16)";"(52, 6, 8, 37, 15, 37, 34, 34, 16)";"(6, 8, 37, 15, 37, 34, 34, 16, 30)"; 1
"(6, 8, 37, 15, 37, 34, 34, 16, 30)";"(6, 8, 37, 15, 37, 34, 34, 16, 30)";"(8, 37, 15, 37, 34, 34, 16, 30, 7)"; 2
"(8, 37, 15, 37, 34, 34, 16, 30, 7)";"(8, 37, 15, 37, 34, 34, 16, 30, 7)";"(37, 15, 37, 34, 34, 16, 30, 7, 5)"; 2
"(37, 15, 37, 34, 34, 16, 30, 7, 5)";"(37, 15, 37, 34, 34, 16, 30, 7, 5)";"(15, 37, 34, 34, 16, 30, 7, 5, 0)"; 2
"(15, 37, 34, 34, 16, 30, 7, 5, 0)";"(15, 37, 34, 34, 16, 30, 7, 5, 0)";"(37, 34, 34, 16, 30, 7, 5, 0, 4)"; 2
"(37, 37, 34, 37, 34, 37, 34, 34, 37)";"(37, 37, 34, 37, 34, 37, 34, 34, 37)";"(37, 34, 37, 34, 37, 34, 34, 37, 34)"; 1
"(37, 34, 37, 34, 37, 34, 34, 37, 34)";"(37, 34, 37, 34, 37, 34, 34, 37, 34)";"(34, 37, 34, 37, 34, 34, 37, 34, 16)"; 1
"(34, 37, 34, 37, 34, 34, 37, 34, 16)";"(34, 37, 34, 37, 34, 34, 37, 34, 16)";"(37, 34, 37, 34, 34, 37, 34, 16, 7)"; 1
"(37, 34, 37, 34, 34, 37, 34, 16, 7)";"(37, 34, 37, 34, 34, 37, 34, 16, 7)";"(34, 37, 34, 34, 37, 34, 16, 7, 6)"; 1
"(34, 37, 34, 34, 37, 34, 16, 7, 6)";"(34, 37, 34, 34, 37, 34, 16, 7, 6)";"(37, 34, 34, 37, 34, 16, 7, 6, 30)"; 1
"(37, 34, 34, 37, 34, 16, 7, 6, 30)";"(37, 34, 34, 37, 34, 16, 7, 6, 30)";"(34, 34, 37, 34, 16, 7, 6, 30, 34)"; 1
"(34, 34, 37, 34, 16, 7, 6, 30, 34)";"(34, 34, 37, 34, 16, 7, 6, 30, 34)";"(34, 37, 34, 16, 7, 6, 30, 34, 7)"; 1
"(34, 37, 34, 16, 7, 6, 30, 34, 7)";"(34, 37, 34, 16, 7, 6, 30, 34, 7)";"(37, 34, 16, 7, 6, 30, 34, 7, 52)"; 1
"(37, 34, 16, 7, 6, 30, 34, 7, 52)";"(37, 34, 16, 7, 6, 30, 34, 7, 52)";"(34, 16, 7, 6, 30, 34, 7, 52, 6)"; 1
"(41, 44, 6, 37, 50, 35, 8, 37, 8)";"(41, 44, 6, 37, 50, 35, 8, 37, 8)";"(44, 6, 37, 50, 35, 8, 37, 8, 37)"; 1
"(44, 6, 37, 50, 35, 8, 37, 8, 37)";"(44, 6, 37, 50, 35, 8, 37, 8, 37)";"(6, 37, 50, 35, 8, 37, 8, 37, 13)"; 1
"(6, 37, 50, 35, 8, 37, 8, 37, 13)";"(6, 37, 50, 35, 8, 37, 8, 37, 13)";"(37, 50, 35, 8, 37, 8, 37, 13, 34)"; 1
"(37, 50, 35, 8, 37, 8, 37, 13, 34)";"(37, 50, 35, 8, 37, 8, 37, 13, 34)";"(50, 35, 8, 37, 8, 37, 13, 34, 35)"; 1
"(50, 35, 8, 37, 8, 37, 13, 34, 35)";"(50, 35, 8, 37, 8, 37, 13, 34, 35)";"(35, 8, 37, 8, 37, 13, 34, 35, 34)"; 1
"(35, 8, 37, 8, 37, 13, 34, 35, 34)";"(35, 8, 37, 8, 37, 13, 34, 35, 34)";"(8, 37, 8, 37, 13, 34, 35, 34, 34)"; 1
"(8, 37, 8, 37, 13, 34, 35, 34, 34)";"(8, 37, 8, 37, 13, 34, 35, 34, 34)";"(37, 8, 37, 13, 34, 35, 34, 34, 24)"; 1
"(37, 8, 37, 13, 34, 35, 34, 34, 24)";"(37, 8, 37, 13, 34, 35, 34, 34, 24)";"(8, 37, 13, 34, 35, 34, 34, 24, 37)"; 1
"(8, 37, 13, 34, 35, 34, 34, 24, 37)";"(8, 37, 13, 34, 35, 34, 34, 24, 37)";"(37, 13, 34, 35, 34, 34, 24, 37, 26)"; 1
"(37, 13, 34, 35, 34, 34, 24, 37, 26)";"(37, 13, 34, 35, 34, 34, 24, 37, 26)";"(13, 34, 35, 34, 34, 24, 37, 26, 14)"; 1
"(13, 34, 35, 34, 34, 24, 37, 26, 14)";"(13, 34, 35, 34, 34, 24, 37, 26, 14)";"(34, 35, 34, 34, 24, 37, 26, 14, 7)"; 1
"(34, 35, 34, 34, 24, 37, 26, 14, 7)";"(34, 35, 34, 34, 24, 37, 26, 14, 7)";"(35, 34, 34, 24, 37, 26, 14, 7, 44)"; 1
"(35, 34, 34, 24, 37, 26, 14, 7, 44)";"(35, 34, 34, 24, 37, 26, 14, 7, 44)";"(34, 34, 24, 37, 26, 14, 7, 44, 6)"; 1
"(34, 34, 24, 37, 26, 14, 7, 44, 6)";"(34, 34, 24, 37, 26, 14, 7, 44, 6)";"(34, 24, 37, 26, 14, 7, 44, 6, 8)"; 1
"(34, 24, 37, 26, 14, 7, 44, 6, 8)";"(34, 24, 37, 26, 14, 7, 44, 6, 8)";"(24, 37, 26, 14, 7, 44, 6, 8, 8)"; 1
"(24, 37, 26, 14, 7, 44, 6, 8, 8)";"(24, 37, 26, 14, 7, 44, 6, 8, 8)";"(37, 26, 14, 7, 44, 6, 8, 8, 8)"; 1
"(37, 26, 14, 7, 44, 6, 8, 8, 8)";"(37, 26, 14, 7, 44, 6, 8, 8, 8)";"(26, 14, 7, 44, 6, 8, 8, 8, 15)"; 1
"(26, 14, 7, 44, 6, 8, 8, 8, 15)";"(26, 14, 7, 44, 6, 8, 8, 8, 15)";"(14, 7, 44, 6, 8, 8, 8, 15, 8)"; 1
"(34, 37, 34, 34, 34, 16, 7, 6, 24)";"(34, 37, 34, 34, 34, 16, 7, 6, 24)";"(37, 34, 34, 34, 16, 7, 6, 24, 30)"; 1
"(37, 34, 34, 34, 16, 7, 6, 24, 30)";"(37, 34, 34, 34, 16, 7, 6, 24, 30)";"(34, 34, 34, 16, 7, 6, 24, 30, 34)"; 1
"(34, 34, 34, 16, 7, 6, 24, 30, 34)";"(34, 34, 34, 16, 7, 6, 24, 30, 34)";"(34, 34, 16, 7, 6, 24, 30, 34, 26)"; 1
"(34, 34, 16, 7, 6, 24, 30, 34, 26)";"(34, 34, 16, 7, 6, 24, 30, 34, 26)";"(34, 16, 7, 6, 24, 30, 34, 26, 30)"; 1
"(34, 16, 7, 6, 24, 30, 34, 26, 30)";"(34, 16, 7, 6, 24, 30, 34, 26, 30)";"(16, 7, 6, 24, 30, 34, 26, 30, 34)"; 1
"(16, 7, 6, 24, 30, 34, 26, 30, 34)";"(16, 7, 6, 24, 30, 34, 26, 30, 34)";"(7, 6, 24, 30, 34, 26, 30, 34, 7)"; 1
"(7, 6, 24, 30, 34, 26, 30, 34, 7)";"(7, 6, 24, 30, 34, 26, 30, 34, 7)";"(6, 24, 30, 34, 26, 30, 34, 7, 52)"; 1
"(6, 24, 30, 34, 26, 30, 34, 7, 52)";"(6, 24, 30, 34, 26, 30, 34, 7, 52)";"(24, 30, 34, 26, 30, 34, 7, 52, 6)"; 1
"(24, 30, 34, 26, 30, 34, 7, 52, 6)";"(24, 30, 34, 26, 30, 34, 7, 52, 6)";"(30, 34, 26, 30, 34, 7, 52, 6, 8)"; 1
"(30, 34, 26, 30, 34, 7, 52, 6, 8)";"(30, 34, 26, 30, 34, 7, 52, 6, 8)";"(34, 26, 30, 34, 7, 52, 6, 8, 37)"; 1
"(34, 26, 30, 34, 7, 52, 6, 8, 37)";"(34, 26, 30, 34, 7, 52, 6, 8, 37)";"(26, 30, 34, 7, 52, 6, 8, 37, 15)"; 1
"(26, 30, 34, 7, 52, 6, 8, 37, 15)";"(26, 30, 34, 7, 52, 6, 8, 37, 15)";"(30, 34, 7, 52, 6, 8, 37, 15, 8)"; 1
"(8, 37, 15, 8, 37, 34, 37, 34, 16)";"(8, 37, 15, 8, 37, 34, 37, 34, 16)";"(37, 15, 8, 37, 34, 37, 34, 16, 30)"; 10
"(37, 15, 8, 37, 34, 37, 34, 16, 30)";"(37, 15, 8, 37, 34, 37, 34, 16, 30)";"(15, 8, 37, 34, 37, 34, 16, 30, 7)"; 10
"(15, 8, 37, 34, 37, 34, 16, 30, 7)";"(15, 8, 37, 34, 37, 34, 16, 30, 7)";"(8, 37, 34, 37, 34, 16, 30, 7, 5)"; 11
"(8, 37, 34, 37, 34, 16, 30, 7, 5)";"(8, 37, 34, 37, 34, 16, 30, 7, 5)";"(37, 34, 37, 34, 16, 30, 7, 5, 0)"; 11
"(37, 34, 37, 34, 16, 30, 7, 5, 0)";"(37, 34, 37, 34, 16, 30, 7, 5, 0)";"(34, 37, 34, 16, 30, 7, 5, 0, 4)"; 12
"(37, 34, 37, 34, 16, 30, 7, 5, 0)";"(37, 34, 37, 34, 16, 30, 7, 5, 0)";"(34, 37, 34, 16, 30, 7, 5, 0, 3)"; 1
"(34, 37, 34, 16, 30, 7, 5, 0, 4)";"(34, 37, 34, 16, 30, 7, 5, 0, 4)";"(37, 34, 16, 30, 7, 5, 0, 4, 8)"; 12
"(16, 16, 7, 44, 6, 8, 8, 8, 8)";"(16, 16, 7, 44, 6, 8, 8, 8, 8)";"(16, 7, 44, 6, 8, 8, 8, 8, 15)"; 2
"(16, 7, 44, 6, 8, 8, 8, 8, 15)";"(16, 7, 44, 6, 8, 8, 8, 8, 15)";"(7, 44, 6, 8, 8, 8, 8, 15, 8)"; 2
"(7, 44, 6, 8, 8, 8, 8, 15, 8)";"(7, 44, 6, 8, 8, 8, 8, 15, 8)";"(44, 6, 8, 8, 8, 8, 15, 8, 37)"; 2
"(44, 6, 8, 8, 8, 8, 15, 8, 37)";"(44, 6, 8, 8, 8, 8, 15, 8, 37)";"(6, 8, 8, 8, 8, 15, 8, 37, 37)"; 2
"(6, 8, 8, 8, 8, 15, 8, 37, 37)";"(6, 8, 8, 8, 8, 15, 8, 37, 37)";"(8, 8, 8, 8, 15, 8, 37, 37, 34)"; 2
"(8, 8, 8, 8, 15, 8, 37, 37, 34)";"(8, 8, 8, 8, 15, 8, 37, 37, 34)";"(8, 8, 8, 15, 8, 37, 37, 34, 37)"; 2
"(8, 8, 15, 8, 37, 37, 34, 37, 35)";"(8, 8, 15, 8, 37, 37, 34, 37, 35)";"(8, 15, 8, 37, 37, 34, 37, 35, 34)"; 2
"(8, 15, 8, 37, 37, 34, 37, 35, 34)";"(8, 15, 8, 37, 37, 34, 37, 35, 34)";"(15, 8, 37, 37, 34, 37, 35, 34, 34)"; 2
"(15, 8, 37, 37, 34, 37, 35, 34, 34)";"(15, 8, 37, 37, 34, 37, 35, 34, 34)";"(8, 37, 37, 34, 37, 35, 34, 34, 34)"; 2
"(8, 37, 37, 34, 37, 35, 34, 34, 34)";"(8, 37, 37, 34, 37, 35, 34, 34, 34)";"(37, 37, 34, 37, 35, 34, 34, 34, 34)"; 2
"(37, 37, 34, 37, 35, 34, 34, 34, 34)";"(37, 37, 34, 37, 35, 34, 34, 34, 34)";"(37, 34, 37, 35, 34, 34, 34, 34, 34)"; 1
"(37, 37, 34, 37, 35, 34, 34, 34, 34)";"(37, 37, 34, 37, 35, 34, 34, 34, 34)";"(37, 34, 37, 35, 34, 34, 34, 34, 37)"; 1
"(37, 34, 37, 35, 34, 34, 34, 34, 34)";"(37, 34, 37, 35, 34, 34, 34, 34, 34)";"(34, 37, 35, 34, 34, 34, 34, 34, 34)"; 1
"(34, 37, 35, 34, 34, 34, 34, 34, 34)";"(34, 37, 35, 34, 34, 34, 34, 34, 34)";"(37, 35, 34, 34, 34, 34, 34, 34, 24)"; 1
"(34, 37, 35, 34, 34, 34, 34, 34, 34)";"(34, 37, 35, 34, 34, 34, 34, 34, 34)";"(37, 35, 34, 34, 34, 34, 34, 34, 16)"; 1
"(37, 35, 34, 34, 34, 34, 34, 34, 24)";"(37, 35, 34, 34, 34, 34, 34, 34, 24)";"(35, 34, 34, 34, 34, 34, 34, 24, 34)"; 1
"(35, 34, 34, 34, 34, 34, 34, 24, 34)";"(35, 34, 34, 34, 34, 34, 34, 24, 34)";"(34, 34, 34, 34, 34, 34, 24, 34, 34)"; 1
"(34, 34, 34, 34, 34, 34, 24, 34, 34)";"(34, 34, 34, 34, 34, 34, 24, 34, 34)";"(34, 34, 34, 34, 34, 24, 34, 34, 25)"; 1
"(34, 34, 34, 34, 34, 24, 34, 34, 25)";"(34, 34, 34, 34, 34, 24, 34, 34, 25)";"(34, 34, 34, 34, 24, 34, 34, 25, 34)"; 1
"(34, 34, 34, 34, 24, 34, 34, 25, 34)";"(34, 34, 34, 34, 24, 34, 34, 25, 34)";"(34, 34, 34, 24, 34, 34, 25, 34, 26)"; 1
"(34, 34, 34, 24, 34, 34, 25, 34, 26)";"(34, 34, 34, 24, 34, 34, 25, 34, 26)";"(34, 34, 24, 34, 34, 25, 34, 26, 16)"; 1
"(34, 34, 24, 34, 34, 25, 34, 26, 16)";"(34, 34, 24, 34, 34, 25, 34, 26, 16)";"(34, 24, 34, 34, 25, 34, 26, 16, 7)"; 1
"(34, 24, 34, 34, 25, 34, 26, 16, 7)";"(34, 24, 34, 34, 25, 34, 26, 16, 7)";"(24, 34, 34, 25, 34, 26, 16, 7, 6)"; 1
"(24, 34, 34, 25, 34, 26, 16, 7, 6)";"(24, 34, 34, 25, 34, 26, 16, 7, 6)";"(34, 34, 25, 34, 26, 16, 7, 6, 30)"; 1
"(34, 34, 25, 34, 26, 16, 7, 6, 30)";"(34, 34, 25, 34, 26, 16, 7, 6, 30)";"(34, 25, 34, 26, 16, 7, 6, 30, 34)"; 1
"(34, 25, 34, 26, 16, 7, 6, 30, 34)";"(34, 25, 34, 26, 16, 7, 6, 30, 34)";"(25, 34, 26, 16, 7, 6, 30, 34, 7)"; 1
"(25, 34, 26, 16, 7, 6, 30, 34, 7)";"(25, 34, 26, 16, 7, 6, 30, 34, 7)";"(34, 26, 16, 7, 6, 30, 34, 7, 52)"; 1
"(34, 26, 16, 7, 6, 30, 34, 7, 52)";"(34, 26, 16, 7, 6, 30, 34, 7, 52)";"(26, 16, 7, 6, 30, 34, 7, 52, 6)"; 1
"(26, 16, 7, 6, 30, 34, 7, 52, 6)";"(26, 16, 7, 6, 30, 34, 7, 52, 6)";"(16, 7, 6, 30, 34, 7, 52, 6, 8)"; 1
"(52, 6, 8, 37, 35, 15, 8, 37, 37)";"(52, 6, 8, 37, 35, 15, 8, 37, 37)";"(6, 8, 37, 35, 15, 8, 37, 37, 34)"; 1
"(6, 8, 37, 35, 15, 8, 37, 37, 34)";"(6, 8, 37, 35, 15, 8, 37, 37, 34)";"(8, 37, 35, 15, 8, 37, 37, 34, 34)"; 1
"(8, 37, 35, 15, 8, 37, 37, 34, 34)";"(8, 37, 35, 15, 8, 37, 37, 34, 34)";"(37, 35, 15, 8, 37, 37, 34, 34, 16)"; 1
"(37, 35, 15, 8, 37, 37, 34, 34, 16)";"(37, 35, 15, 8, 37, 37, 34, 34, 16)";"(35, 15, 8, 37, 37, 34, 34, 16, 30)"; 1
"(35, 15, 8, 37, 37, 34, 34, 16, 30)";"(35, 15, 8, 37, 37, 34, 34, 16, 30)";"(15, 8, 37, 37, 34, 34, 16, 30, 7)"; 1
"(6, 37, 7, 52, 6, 8, 37, 37, 34)";"(6, 37, 7, 52, 6, 8, 37, 37, 34)";"(37, 7, 52, 6, 8, 37, 37, 34, 37)"; 1
"(37, 7, 52, 6, 8, 37, 37, 34, 37)";"(37, 7, 52, 6, 8, 37, 37, 34, 37)";"(7, 52, 6, 8, 37, 37, 34, 37, 34)"; 1
"(7, 52, 6, 8, 37, 37, 34, 37, 34)";"(7, 52, 6, 8, 37, 37, 34, 37, 34)";"(52, 6, 8, 37, 37, 34, 37, 34, 30)"; 1
"(52, 6, 8, 37, 37, 34, 37, 34, 30)";"(52, 6, 8, 37, 37, 34, 37, 34, 30)";"(6, 8, 37, 37, 34, 37, 34, 30, 7)"; 1
"(6, 8, 37, 37, 34, 37, 34, 30, 7)";"(6, 8, 37, 37, 34, 37, 34, 30, 7)";"(8, 37, 37, 34, 37, 34, 30, 7, 5)"; 1
"(8, 37, 37, 34, 37, 34, 30, 7, 5)";"(8, 37, 37, 34, 37, 34, 30, 7, 5)";"(37, 37, 34, 37, 34, 30, 7, 5, 0)"; 1
"(37, 37, 34, 37, 34, 30, 7, 5, 0)";"(37, 37, 34, 37, 34, 30, 7, 5, 0)";"(37, 34, 37, 34, 30, 7, 5, 0, 4)"; 1
"(37, 34, 37, 34, 30, 7, 5, 0, 4)";"(37, 34, 37, 34, 30, 7, 5, 0, 4)";"(34, 37, 34, 30, 7, 5, 0, 4, 47)"; 1
"(34, 37, 34, 30, 7, 5, 0, 4, 47)";"(34, 37, 34, 30, 7, 5, 0, 4, 47)";"(37, 34, 30, 7, 5, 0, 4, 47, 48)"; 1
"(37, 34, 30, 7, 5, 0, 4, 47, 48)";"(37, 34, 30, 7, 5, 0, 4, 47, 48)";"(34, 30, 7, 5, 0, 4, 47, 48, 49)"; 2
"(34, 30, 7, 5, 0, 4, 47, 48, 49)";"(34, 30, 7, 5, 0, 4, 47, 48, 49)";"(30, 7, 5, 0, 4, 47, 48, 49, 47)"; 11
"(34, 7, 52, 6, 8, 37, 15, 37, 16)";"(34, 7, 52, 6, 8, 37, 15, 37, 16)";"(7, 52, 6, 8, 37, 15, 37, 16, 30)"; 5
"(7, 52, 6, 8, 37, 15, 37, 16, 30)";"(7, 52, 6, 8, 37, 15, 37, 16, 30)";"(52, 6, 8, 37, 15, 37, 16, 30, 7)"; 5
"(52, 6, 8, 37, 15, 37, 16, 30, 7)";"(52, 6, 8, 37, 15, 37, 16, 30, 7)";"(6, 8, 37, 15, 37, 16, 30, 7, 5)"; 5
"(6, 8, 37, 15, 37, 16, 30, 7, 5)";"(6, 8, 37, 15, 37, 16, 30, 7, 5)";"(8, 37, 15, 37, 16, 30, 7, 5, 0)"; 5
"(8, 37, 15, 37, 16, 30, 7, 5, 0)";"(8, 37, 15, 37, 16, 30, 7, 5, 0)";"(37, 15, 37, 16, 30, 7, 5, 0, 4)"; 5
"(37, 15, 37, 16, 30, 7, 5, 0, 4)";"(37, 15, 37, 16, 30, 7, 5, 0, 4)";"(15, 37, 16, 30, 7, 5, 0, 4, 8)"; 5
"(15, 37, 16, 30, 7, 5, 0, 4, 8)";"(15, 37, 16, 30, 7, 5, 0, 4, 8)";"(37, 16, 30, 7, 5, 0, 4, 8, 8)"; 5
"(34, 41, 44, 6, 37, 50, 35, 8, 8)";"(34, 41, 44, 6, 37, 50, 35, 8, 8)";"(41, 44, 6, 37, 50, 35, 8, 8, 8)"; 3
"(41, 44, 6, 37, 50, 35, 8, 8, 8)";"(41, 44, 6, 37, 50, 35, 8, 8, 8)";"(44, 6, 37, 50, 35, 8, 8, 8, 15)"; 1
"(41, 44, 6, 37, 50, 35, 8, 8, 8)";"(41, 44, 6, 37, 50, 35, 8, 8, 8)";"(44, 6, 37, 50, 35, 8, 8, 8, 37)"; 2
"(44, 6, 37, 50, 35, 8, 8, 8, 15)";"(44, 6, 37, 50, 35, 8, 8, 8, 15)";"(6, 37, 50, 35, 8, 8, 8, 15, 8)"; 1
"(6, 37, 50, 35, 8, 8, 8, 15, 8)";"(6, 37, 50, 35, 8, 8, 8, 15, 8)";"(37, 50, 35, 8, 8, 8, 15, 8, 37)"; 1
"(37, 50, 35, 8, 8, 8, 15, 8, 37)";"(37, 50, 35, 8, 8, 8, 15, 8, 37)";"(50, 35, 8, 8, 8, 15, 8, 37, 37)"; 1
"(50, 35, 8, 8, 8, 15, 8, 37, 37)";"(50, 35, 8, 8, 8, 15, 8, 37, 37)";"(35, 8, 8, 8, 15, 8, 37, 37, 15)"; 1
"(35, 8, 8, 8, 15, 8, 37, 37, 15)";"(35, 8, 8, 8, 15, 8, 37, 37, 15)";"(8, 8, 8, 15, 8, 37, 37, 15, 8)"; 1
"(8, 8, 8, 15, 8, 37, 37, 15, 8)";"(8, 8, 8, 15, 8, 37, 37, 15, 8)";"(8, 8, 15, 8, 37, 37, 15, 8, 37)"; 1
"(8, 8, 15, 8, 37, 37, 15, 8, 37)";"(8, 8, 15, 8, 37, 37, 15, 8, 37)";"(8, 15, 8, 37, 37, 15, 8, 37, 37)"; 1
"(8, 15, 8, 37, 37, 15, 8, 37, 37)";"(8, 15, 8, 37, 37, 15, 8, 37, 37)";"(15, 8, 37, 37, 15, 8, 37, 37, 37)"; 1
"(15, 8, 37, 37, 15, 8, 37, 37, 37)";"(15, 8, 37, 37, 15, 8, 37, 37, 37)";"(8, 37, 37, 15, 8, 37, 37, 37, 35)"; 1
"(8, 37, 37, 15, 8, 37, 37, 37, 35)";"(8, 37, 37, 15, 8, 37, 37, 37, 35)";"(37, 37, 15, 8, 37, 37, 37, 35, 34)"; 1
"(37, 37, 15, 8, 37, 37, 37, 35, 34)";"(37, 37, 15, 8, 37, 37, 37, 35, 34)";"(37, 15, 8, 37, 37, 37, 35, 34, 16)"; 1
"(37, 15, 8, 37, 37, 37, 35, 34, 16)";"(37, 15, 8, 37, 37, 37, 35, 34, 16)";"(15, 8, 37, 37, 37, 35, 34, 16, 16)"; 1
