Id; Source; Target; Weight
"(37, 8, 37, 8, 37, 36, 8, 40, 37)";"(37, 8, 37, 8, 37, 36, 8, 40, 37)";"(8, 37, 8, 37, 36, 8, 40, 37, 35)"; 1
"(8, 37, 8, 37, 36, 8, 40, 37, 35)";"(8, 37, 8, 37, 36, 8, 40, 37, 35)";"(37, 8, 37, 36, 8, 40, 37, 35, 34)"; 1
"(37, 8, 37, 36, 8, 40, 37, 35, 34)";"(37, 8, 37, 36, 8, 40, 37, 35, 34)";"(8, 37, 36, 8, 40, 37, 35, 34, 41)"; 1
"(8, 37, 36, 8, 40, 37, 35, 34, 41)";"(8, 37, 36, 8, 40, 37, 35, 34, 41)";"(37, 36, 8, 40, 37, 35, 34, 41, 40)"; 1
"(37, 36, 8, 40, 37, 35, 34, 41, 40)";"(37, 36, 8, 40, 37, 35, 34, 41, 40)";"(36, 8, 40, 37, 35, 34, 41, 40, 37)"; 1
"(36, 8, 40, 37, 35, 34, 41, 40, 37)";"(36, 8, 40, 37, 35, 34, 41, 40, 37)";"(8, 40, 37, 35, 34, 41, 40, 37, 35)"; 1
"(37, 35, 34, 41, 44, 6, 8, 37, 15)";"(37, 35, 34, 41, 44, 6, 8, 37, 15)";"(35, 34, 41, 44, 6, 8, 37, 15, 8)"; 1
"(35, 34, 41, 44, 6, 8, 37, 15, 8)";"(35, 34, 41, 44, 6, 8, 37, 15, 8)";"(34, 41, 44, 6, 8, 37, 15, 8, 37)"; 1
"(34, 41, 44, 6, 8, 37, 15, 8, 37)";"(34, 41, 44, 6, 8, 37, 15, 8, 37)";"(41, 44, 6, 8, 37, 15, 8, 37, 15)"; 1
"(41, 44, 6, 8, 37, 15, 8, 37, 15)";"(41, 44, 6, 8, 37, 15, 8, 37, 15)";"(44, 6, 8, 37, 15, 8, 37, 15, 8)"; 1
"(44, 6, 8, 37, 15, 8, 37, 15, 8)";"(44, 6, 8, 37, 15, 8, 37, 15, 8)";"(6, 8, 37, 15, 8, 37, 15, 8, 37)"; 1
"(8, 37, 15, 8, 37, 15, 8, 37, 8)";"(8, 37, 15, 8, 37, 15, 8, 37, 8)";"(37, 15, 8, 37, 15, 8, 37, 8, 37)"; 1
"(37, 15, 8, 37, 15, 8, 37, 8, 37)";"(37, 15, 8, 37, 15, 8, 37, 8, 37)";"(15, 8, 37, 15, 8, 37, 8, 37, 35)"; 1
"(15, 8, 37, 8, 37, 35, 34, 34, 37)";"(15, 8, 37, 8, 37, 35, 34, 34, 37)";"(8, 37, 8, 37, 35, 34, 34, 37, 16)"; 1
"(8, 37, 8, 37, 35, 34, 34, 37, 16)";"(8, 37, 8, 37, 35, 34, 34, 37, 16)";"(37, 8, 37, 35, 34, 34, 37, 16, 16)"; 1
"(37, 8, 37, 35, 34, 34, 37, 16, 16)";"(37, 8, 37, 35, 34, 34, 37, 16, 16)";"(8, 37, 35, 34, 34, 37, 16, 16, 7)"; 1
"(8, 37, 35, 34, 34, 37, 16, 16, 7)";"(8, 37, 35, 34, 34, 37, 16, 16, 7)";"(37, 35, 34, 34, 37, 16, 16, 7, 44)"; 1
"(37, 35, 34, 34, 37, 16, 16, 7, 44)";"(37, 35, 34, 34, 37, 16, 16, 7, 44)";"(35, 34, 34, 37, 16, 16, 7, 44, 6)"; 1
"(35, 34, 34, 37, 16, 16, 7, 44, 6)";"(35, 34, 34, 37, 16, 16, 7, 44, 6)";"(34, 34, 37, 16, 16, 7, 44, 6, 15)"; 1
"(34, 34, 37, 16, 16, 7, 44, 6, 15)";"(34, 34, 37, 16, 16, 7, 44, 6, 15)";"(34, 37, 16, 16, 7, 44, 6, 15, 8)"; 1
"(34, 37, 16, 16, 7, 44, 6, 15, 8)";"(34, 37, 16, 16, 7, 44, 6, 15, 8)";"(37, 16, 16, 7, 44, 6, 15, 8, 37)"; 1
"(37, 16, 16, 7, 44, 6, 15, 8, 37)";"(37, 16, 16, 7, 44, 6, 15, 8, 37)";"(16, 16, 7, 44, 6, 15, 8, 37, 8)"; 1
"(7, 44, 6, 15, 8, 37, 8, 37, 8)";"(7, 44, 6, 15, 8, 37, 8, 37, 8)";"(44, 6, 15, 8, 37, 8, 37, 8, 37)"; 1
"(44, 6, 15, 8, 37, 8, 37, 8, 37)";"(44, 6, 15, 8, 37, 8, 37, 8, 37)";"(6, 15, 8, 37, 8, 37, 8, 37, 34)"; 1
"(6, 15, 8, 37, 8, 37, 8, 37, 34)";"(6, 15, 8, 37, 8, 37, 8, 37, 34)";"(15, 8, 37, 8, 37, 8, 37, 34, 37)"; 1
"(15, 8, 37, 8, 37, 8, 37, 34, 37)";"(15, 8, 37, 8, 37, 8, 37, 34, 37)";"(8, 37, 8, 37, 8, 37, 34, 37, 37)"; 1
"(8, 37, 8, 37, 8, 37, 34, 37, 37)";"(8, 37, 8, 37, 8, 37, 34, 37, 37)";"(37, 8, 37, 8, 37, 34, 37, 37, 16)"; 1
"(37, 8, 37, 8, 37, 34, 37, 37, 16)";"(37, 8, 37, 8, 37, 34, 37, 37, 16)";"(8, 37, 8, 37, 34, 37, 37, 16, 7)"; 1
"(8, 37, 8, 37, 34, 37, 37, 16, 7)";"(8, 37, 8, 37, 34, 37, 37, 16, 7)";"(37, 8, 37, 34, 37, 37, 16, 7, 6)"; 1
"(37, 8, 37, 34, 37, 37, 16, 7, 6)";"(37, 8, 37, 34, 37, 37, 16, 7, 6)";"(8, 37, 34, 37, 37, 16, 7, 6, 30)"; 1
"(8, 37, 34, 37, 37, 16, 7, 6, 30)";"(8, 37, 34, 37, 37, 16, 7, 6, 30)";"(37, 34, 37, 37, 16, 7, 6, 30, 7)"; 1
"(37, 34, 37, 37, 16, 7, 6, 30, 7)";"(37, 34, 37, 37, 16, 7, 6, 30, 7)";"(34, 37, 37, 16, 7, 6, 30, 7, 52)"; 1
"(34, 37, 37, 16, 7, 6, 30, 7, 52)";"(34, 37, 37, 16, 7, 6, 30, 7, 52)";"(37, 37, 16, 7, 6, 30, 7, 52, 6)"; 1
"(37, 37, 16, 7, 6, 30, 7, 52, 6)";"(37, 37, 16, 7, 6, 30, 7, 52, 6)";"(37, 16, 7, 6, 30, 7, 52, 6, 8)"; 1
"(37, 16, 7, 6, 30, 7, 52, 6, 8)";"(37, 16, 7, 6, 30, 7, 52, 6, 8)";"(16, 7, 6, 30, 7, 52, 6, 8, 37)"; 1
"(16, 7, 6, 30, 7, 52, 6, 8, 37)";"(16, 7, 6, 30, 7, 52, 6, 8, 37)";"(7, 6, 30, 7, 52, 6, 8, 37, 15)"; 1
"(7, 6, 30, 7, 52, 6, 8, 37, 15)";"(7, 6, 30, 7, 52, 6, 8, 37, 15)";"(6, 30, 7, 52, 6, 8, 37, 15, 8)"; 1
"(6, 30, 7, 52, 6, 8, 37, 15, 8)";"(6, 30, 7, 52, 6, 8, 37, 15, 8)";"(30, 7, 52, 6, 8, 37, 15, 8, 37)"; 1
"(52, 6, 8, 37, 15, 8, 37, 37, 37)";"(52, 6, 8, 37, 15, 8, 37, 37, 37)";"(6, 8, 37, 15, 8, 37, 37, 37, 16)"; 1
"(6, 8, 37, 15, 8, 37, 37, 37, 16)";"(6, 8, 37, 15, 8, 37, 37, 37, 16)";"(8, 37, 15, 8, 37, 37, 37, 16, 30)"; 1
"(8, 37, 15, 8, 37, 37, 37, 16, 30)";"(8, 37, 15, 8, 37, 37, 37, 16, 30)";"(37, 15, 8, 37, 37, 37, 16, 30, 7)"; 1
"(37, 15, 8, 37, 37, 37, 16, 30, 7)";"(37, 15, 8, 37, 37, 37, 16, 30, 7)";"(15, 8, 37, 37, 37, 16, 30, 7, 5)"; 1
"(15, 8, 37, 37, 37, 16, 30, 7, 5)";"(15, 8, 37, 37, 37, 16, 30, 7, 5)";"(8, 37, 37, 37, 16, 30, 7, 5, 0)"; 1
"(8, 37, 37, 37, 16, 30, 7, 5, 0)";"(8, 37, 37, 37, 16, 30, 7, 5, 0)";"(37, 37, 37, 16, 30, 7, 5, 0, 4)"; 1
"(37, 37, 37, 16, 30, 7, 5, 0, 4)";"(37, 37, 37, 16, 30, 7, 5, 0, 4)";"(37, 37, 16, 30, 7, 5, 0, 4, 8)"; 1
"(37, 34, 37, 35, 34, 34, 34, 34, 37)";"(37, 34, 37, 35, 34, 34, 34, 34, 37)";"(34, 37, 35, 34, 34, 34, 34, 37, 35)"; 1
"(34, 37, 35, 34, 34, 34, 34, 37, 35)";"(34, 37, 35, 34, 34, 34, 34, 37, 35)";"(37, 35, 34, 34, 34, 34, 37, 35, 34)"; 1
"(37, 35, 34, 34, 34, 34, 37, 35, 34)";"(37, 35, 34, 34, 34, 34, 37, 35, 34)";"(35, 34, 34, 34, 34, 37, 35, 34, 34)"; 1
"(35, 34, 34, 34, 34, 37, 35, 34, 34)";"(35, 34, 34, 34, 34, 37, 35, 34, 34)";"(34, 34, 34, 34, 37, 35, 34, 34, 34)"; 1
"(34, 34, 34, 34, 37, 35, 34, 34, 34)";"(34, 34, 34, 34, 37, 35, 34, 34, 34)";"(34, 34, 34, 37, 35, 34, 34, 34, 34)"; 1
"(34, 34, 34, 37, 35, 34, 34, 34, 34)";"(34, 34, 34, 37, 35, 34, 34, 34, 34)";"(34, 34, 37, 35, 34, 34, 34, 34, 34)"; 1
"(34, 34, 37, 35, 34, 34, 34, 34, 34)";"(34, 34, 37, 35, 34, 34, 34, 34, 34)";"(34, 37, 35, 34, 34, 34, 34, 34, 34)"; 1
"(37, 35, 34, 34, 34, 34, 34, 34, 16)";"(37, 35, 34, 34, 34, 34, 34, 34, 16)";"(35, 34, 34, 34, 34, 34, 34, 16, 7)"; 2
"(35, 34, 34, 34, 34, 34, 34, 16, 7)";"(35, 34, 34, 34, 34, 34, 34, 16, 7)";"(34, 34, 34, 34, 34, 34, 16, 7, 6)"; 2
"(34, 34, 34, 34, 34, 34, 16, 7, 6)";"(34, 34, 34, 34, 34, 34, 16, 7, 6)";"(34, 34, 34, 34, 34, 16, 7, 6, 30)"; 3
"(34, 34, 34, 34, 34, 16, 7, 6, 30)";"(34, 34, 34, 34, 34, 16, 7, 6, 30)";"(34, 34, 34, 34, 16, 7, 6, 30, 34)"; 3
"(41, 44, 6, 37, 50, 35, 8, 37, 36)";"(41, 44, 6, 37, 50, 35, 8, 37, 36)";"(44, 6, 37, 50, 35, 8, 37, 36, 8)"; 1
"(44, 6, 37, 50, 35, 8, 37, 36, 8)";"(44, 6, 37, 50, 35, 8, 37, 36, 8)";"(6, 37, 50, 35, 8, 37, 36, 8, 37)"; 1
"(6, 37, 50, 35, 8, 37, 36, 8, 37)";"(6, 37, 50, 35, 8, 37, 36, 8, 37)";"(37, 50, 35, 8, 37, 36, 8, 37, 36)"; 1
"(37, 50, 35, 8, 37, 36, 8, 37, 36)";"(37, 50, 35, 8, 37, 36, 8, 37, 36)";"(50, 35, 8, 37, 36, 8, 37, 36, 15)"; 1
"(50, 35, 8, 37, 36, 8, 37, 36, 15)";"(50, 35, 8, 37, 36, 8, 37, 36, 15)";"(35, 8, 37, 36, 8, 37, 36, 15, 8)"; 1
"(35, 8, 37, 36, 8, 37, 36, 15, 8)";"(35, 8, 37, 36, 8, 37, 36, 15, 8)";"(8, 37, 36, 8, 37, 36, 15, 8, 37)"; 1
"(8, 37, 36, 8, 37, 36, 15, 8, 37)";"(8, 37, 36, 8, 37, 36, 15, 8, 37)";"(37, 36, 8, 37, 36, 15, 8, 37, 37)"; 1
"(37, 36, 8, 37, 36, 15, 8, 37, 37)";"(37, 36, 8, 37, 36, 15, 8, 37, 37)";"(36, 8, 37, 36, 15, 8, 37, 37, 34)"; 1
"(36, 8, 37, 36, 15, 8, 37, 37, 34)";"(36, 8, 37, 36, 15, 8, 37, 37, 34)";"(8, 37, 36, 15, 8, 37, 37, 34, 16)"; 1
"(8, 37, 36, 15, 8, 37, 37, 34, 16)";"(8, 37, 36, 15, 8, 37, 37, 34, 16)";"(37, 36, 15, 8, 37, 37, 34, 16, 15)"; 1
"(37, 36, 15, 8, 37, 37, 34, 16, 15)";"(37, 36, 15, 8, 37, 37, 34, 16, 15)";"(36, 15, 8, 37, 37, 34, 16, 15, 8)"; 1
"(36, 15, 8, 37, 37, 34, 16, 15, 8)";"(36, 15, 8, 37, 37, 34, 16, 15, 8)";"(15, 8, 37, 37, 34, 16, 15, 8, 37)"; 1
"(15, 8, 37, 37, 34, 16, 15, 8, 37)";"(15, 8, 37, 37, 34, 16, 15, 8, 37)";"(8, 37, 37, 34, 16, 15, 8, 37, 37)"; 1
"(15, 8, 37, 37, 34, 16, 15, 8, 37)";"(15, 8, 37, 37, 34, 16, 15, 8, 37)";"(8, 37, 37, 34, 16, 15, 8, 37, 15)"; 1
"(8, 37, 37, 34, 16, 15, 8, 37, 37)";"(8, 37, 37, 34, 16, 15, 8, 37, 37)";"(37, 37, 34, 16, 15, 8, 37, 37, 34)"; 1
"(37, 37, 34, 16, 15, 8, 37, 37, 34)";"(37, 37, 34, 16, 15, 8, 37, 37, 34)";"(37, 34, 16, 15, 8, 37, 37, 34, 16)"; 1
"(37, 34, 16, 15, 8, 37, 37, 34, 16)";"(37, 34, 16, 15, 8, 37, 37, 34, 16)";"(34, 16, 15, 8, 37, 37, 34, 16, 15)"; 1
"(34, 16, 15, 8, 37, 37, 34, 16, 15)";"(34, 16, 15, 8, 37, 37, 34, 16, 15)";"(16, 15, 8, 37, 37, 34, 16, 15, 8)"; 1
"(16, 15, 8, 37, 37, 34, 16, 15, 8)";"(16, 15, 8, 37, 37, 34, 16, 15, 8)";"(15, 8, 37, 37, 34, 16, 15, 8, 37)"; 1
"(8, 37, 37, 34, 16, 15, 8, 37, 15)";"(8, 37, 37, 34, 16, 15, 8, 37, 15)";"(37, 37, 34, 16, 15, 8, 37, 15, 8)"; 1
"(37, 37, 34, 16, 15, 8, 37, 15, 8)";"(37, 37, 34, 16, 15, 8, 37, 15, 8)";"(37, 34, 16, 15, 8, 37, 15, 8, 37)"; 1
"(37, 34, 16, 15, 8, 37, 15, 8, 37)";"(37, 34, 16, 15, 8, 37, 15, 8, 37)";"(34, 16, 15, 8, 37, 15, 8, 37, 34)"; 1
"(34, 16, 15, 8, 37, 15, 8, 37, 34)";"(34, 16, 15, 8, 37, 15, 8, 37, 34)";"(16, 15, 8, 37, 15, 8, 37, 34, 35)"; 1
"(16, 15, 8, 37, 15, 8, 37, 34, 35)";"(16, 15, 8, 37, 15, 8, 37, 34, 35)";"(15, 8, 37, 15, 8, 37, 34, 35, 16)"; 1
"(37, 8, 37, 34, 8, 37, 35, 34, 34)";"(37, 8, 37, 34, 8, 37, 35, 34, 34)";"(8, 37, 34, 8, 37, 35, 34, 34, 34)"; 1
"(8, 37, 34, 8, 37, 35, 34, 34, 34)";"(8, 37, 34, 8, 37, 35, 34, 34, 34)";"(37, 34, 8, 37, 35, 34, 34, 34, 34)"; 1
"(37, 34, 8, 37, 35, 34, 34, 34, 34)";"(37, 34, 8, 37, 35, 34, 34, 34, 34)";"(34, 8, 37, 35, 34, 34, 34, 34, 8)"; 1
"(34, 8, 37, 35, 34, 34, 34, 34, 8)";"(34, 8, 37, 35, 34, 34, 34, 34, 8)";"(8, 37, 35, 34, 34, 34, 34, 8, 37)"; 1
"(8, 37, 35, 34, 34, 34, 34, 8, 37)";"(8, 37, 35, 34, 34, 34, 34, 8, 37)";"(37, 35, 34, 34, 34, 34, 8, 37, 35)"; 1
"(37, 35, 34, 34, 34, 34, 8, 37, 35)";"(37, 35, 34, 34, 34, 34, 8, 37, 35)";"(35, 34, 34, 34, 34, 8, 37, 35, 34)"; 1
"(35, 34, 34, 34, 34, 8, 37, 35, 34)";"(35, 34, 34, 34, 34, 8, 37, 35, 34)";"(34, 34, 34, 34, 8, 37, 35, 34, 34)"; 1
"(34, 34, 34, 34, 8, 37, 35, 34, 34)";"(34, 34, 34, 34, 8, 37, 35, 34, 34)";"(34, 34, 34, 8, 37, 35, 34, 34, 34)"; 1
"(34, 34, 34, 8, 37, 35, 34, 34, 34)";"(34, 34, 34, 8, 37, 35, 34, 34, 34)";"(34, 34, 8, 37, 35, 34, 34, 34, 34)"; 1
"(34, 34, 8, 37, 35, 34, 34, 34, 34)";"(34, 34, 8, 37, 35, 34, 34, 34, 34)";"(34, 8, 37, 35, 34, 34, 34, 34, 34)"; 1
"(34, 8, 37, 35, 34, 34, 34, 34, 34)";"(34, 8, 37, 35, 34, 34, 34, 34, 34)";"(8, 37, 35, 34, 34, 34, 34, 34, 34)"; 1
"(16, 7, 6, 30, 34, 7, 52, 6, 34)";"(16, 7, 6, 30, 34, 7, 52, 6, 34)";"(7, 6, 30, 34, 7, 52, 6, 34, 8)"; 1
"(7, 6, 30, 34, 7, 52, 6, 34, 8)";"(7, 6, 30, 34, 7, 52, 6, 34, 8)";"(6, 30, 34, 7, 52, 6, 34, 8, 37)"; 1
"(6, 30, 34, 7, 52, 6, 34, 8, 37)";"(6, 30, 34, 7, 52, 6, 34, 8, 37)";"(30, 34, 7, 52, 6, 34, 8, 37, 15)"; 1
"(30, 34, 7, 52, 6, 34, 8, 37, 15)";"(30, 34, 7, 52, 6, 34, 8, 37, 15)";"(34, 7, 52, 6, 34, 8, 37, 15, 8)"; 1
"(34, 7, 52, 6, 34, 8, 37, 15, 8)";"(34, 7, 52, 6, 34, 8, 37, 15, 8)";"(7, 52, 6, 34, 8, 37, 15, 8, 37)"; 1
"(7, 52, 6, 34, 8, 37, 15, 8, 37)";"(7, 52, 6, 34, 8, 37, 15, 8, 37)";"(52, 6, 34, 8, 37, 15, 8, 37, 34)"; 1
"(52, 6, 34, 8, 37, 15, 8, 37, 34)";"(52, 6, 34, 8, 37, 15, 8, 37, 34)";"(6, 34, 8, 37, 15, 8, 37, 34, 37)"; 1
"(6, 34, 8, 37, 15, 8, 37, 34, 37)";"(6, 34, 8, 37, 15, 8, 37, 34, 37)";"(34, 8, 37, 15, 8, 37, 34, 37, 34)"; 1
"(34, 8, 37, 15, 8, 37, 34, 37, 34)";"(34, 8, 37, 15, 8, 37, 34, 37, 34)";"(8, 37, 15, 8, 37, 34, 37, 34, 34)"; 1
"(34, 34, 35, 16, 16, 7, 44, 6, 8)";"(34, 34, 35, 16, 16, 7, 44, 6, 8)";"(34, 35, 16, 16, 7, 44, 6, 8, 8)"; 3
"(34, 34, 8, 37, 34, 34, 7, 5, 0)";"(34, 34, 8, 37, 34, 34, 7, 5, 0)";"(-2, -2, -2, -2, -2, -2, -2, -2, -2)"; 1
"(5, 0, 4, 44, 6, 8, 37, 35, 8)";"(5, 0, 4, 44, 6, 8, 37, 35, 8)";"(0, 4, 44, 6, 8, 37, 35, 8, 37)"; 1
"(0, 4, 44, 6, 8, 37, 35, 8, 37)";"(0, 4, 44, 6, 8, 37, 35, 8, 37)";"(4, 44, 6, 8, 37, 35, 8, 37, 34)"; 1
"(4, 44, 6, 8, 37, 35, 8, 37, 34)";"(4, 44, 6, 8, 37, 35, 8, 37, 34)";"(44, 6, 8, 37, 35, 8, 37, 34, 34)"; 1
"(44, 6, 8, 37, 35, 8, 37, 34, 34)";"(44, 6, 8, 37, 35, 8, 37, 34, 34)";"(6, 8, 37, 35, 8, 37, 34, 34, 34)"; 1
"(6, 8, 37, 35, 8, 37, 34, 34, 34)";"(6, 8, 37, 35, 8, 37, 34, 34, 34)";"(8, 37, 35, 8, 37, 34, 34, 34, 8)"; 1
"(8, 37, 35, 8, 37, 34, 34, 34, 8)";"(8, 37, 35, 8, 37, 34, 34, 34, 8)";"(37, 35, 8, 37, 34, 34, 34, 8, 37)"; 1
"(37, 35, 8, 37, 34, 34, 34, 8, 37)";"(37, 35, 8, 37, 34, 34, 34, 8, 37)";"(35, 8, 37, 34, 34, 34, 8, 37, 34)"; 1
"(35, 8, 37, 34, 34, 34, 8, 37, 34)";"(35, 8, 37, 34, 34, 34, 8, 37, 34)";"(8, 37, 34, 34, 34, 8, 37, 34, 34)"; 1
"(8, 37, 34, 34, 34, 8, 37, 34, 34)";"(8, 37, 34, 34, 34, 8, 37, 34, 34)";"(37, 34, 34, 34, 8, 37, 34, 34, 7)"; 1
"(37, 34, 34, 34, 8, 37, 34, 34, 7)";"(37, 34, 34, 34, 8, 37, 34, 34, 7)";"(34, 34, 34, 8, 37, 34, 34, 7, 5)"; 1
"(34, 34, 34, 8, 37, 34, 34, 7, 5)";"(34, 34, 34, 8, 37, 34, 34, 7, 5)";"(34, 34, 8, 37, 34, 34, 7, 5, 0)"; 1
"(8, 8, 40, 37, 37, 41, 6, 30, 34)";"(8, 8, 40, 37, 37, 41, 6, 30, 34)";"(8, 40, 37, 37, 41, 6, 30, 34, 34)"; 1
"(8, 40, 37, 37, 41, 6, 30, 34, 34)";"(8, 40, 37, 37, 41, 6, 30, 34, 34)";"(40, 37, 37, 41, 6, 30, 34, 34, 7)"; 1
"(40, 37, 37, 41, 6, 30, 34, 34, 7)";"(40, 37, 37, 41, 6, 30, 34, 34, 7)";"(37, 37, 41, 6, 30, 34, 34, 7, 6)"; 1
"(37, 37, 41, 6, 30, 34, 34, 7, 6)";"(37, 37, 41, 6, 30, 34, 34, 7, 6)";"(37, 41, 6, 30, 34, 34, 7, 6, 30)"; 1
"(37, 41, 6, 30, 34, 34, 7, 6, 30)";"(37, 41, 6, 30, 34, 34, 7, 6, 30)";"(41, 6, 30, 34, 34, 7, 6, 30, 34)"; 1
"(41, 6, 30, 34, 34, 7, 6, 30, 34)";"(41, 6, 30, 34, 34, 7, 6, 30, 34)";"(6, 30, 34, 34, 7, 6, 30, 34, 34)"; 1
"(6, 30, 34, 34, 7, 6, 30, 34, 34)";"(6, 30, 34, 34, 7, 6, 30, 34, 34)";"(30, 34, 34, 7, 6, 30, 34, 34, 7)"; 1
"(30, 34, 34, 7, 6, 30, 34, 34, 7)";"(30, 34, 34, 7, 6, 30, 34, 34, 7)";"(34, 34, 7, 6, 30, 34, 34, 7, 44)"; 1
"(34, 34, 7, 6, 30, 34, 34, 7, 44)";"(34, 34, 7, 6, 30, 34, 34, 7, 44)";"(34, 7, 6, 30, 34, 34, 7, 44, 6)"; 1
"(34, 7, 6, 30, 34, 34, 7, 44, 6)";"(34, 7, 6, 30, 34, 34, 7, 44, 6)";"(7, 6, 30, 34, 34, 7, 44, 6, 37)"; 1
"(7, 6, 30, 34, 34, 7, 44, 6, 37)";"(7, 6, 30, 34, 34, 7, 44, 6, 37)";"(6, 30, 34, 34, 7, 44, 6, 37, 34)"; 1
"(6, 30, 34, 34, 7, 44, 6, 37, 34)";"(6, 30, 34, 34, 7, 44, 6, 37, 34)";"(30, 34, 34, 7, 44, 6, 37, 34, 34)"; 1
"(30, 34, 34, 7, 44, 6, 37, 34, 34)";"(30, 34, 34, 7, 44, 6, 37, 34, 34)";"(34, 34, 7, 44, 6, 37, 34, 34, 7)"; 1
"(34, 34, 7, 44, 6, 37, 34, 34, 7)";"(34, 34, 7, 44, 6, 37, 34, 34, 7)";"(34, 7, 44, 6, 37, 34, 34, 7, 44)"; 1
"(34, 34, 7, 44, 6, 37, 34, 34, 7)";"(34, 34, 7, 44, 6, 37, 34, 34, 7)";"(34, 7, 44, 6, 37, 34, 34, 7, 52)"; 1
"(34, 7, 44, 6, 37, 34, 34, 7, 44)";"(34, 7, 44, 6, 37, 34, 34, 7, 44)";"(7, 44, 6, 37, 34, 34, 7, 44, 6)"; 1
"(7, 44, 6, 37, 34, 34, 7, 44, 6)";"(7, 44, 6, 37, 34, 34, 7, 44, 6)";"(44, 6, 37, 34, 34, 7, 44, 6, 37)"; 1
"(44, 6, 37, 34, 34, 7, 44, 6, 37)";"(44, 6, 37, 34, 34, 7, 44, 6, 37)";"(6, 37, 34, 34, 7, 44, 6, 37, 34)"; 1
"(6, 37, 34, 34, 7, 44, 6, 37, 34)";"(6, 37, 34, 34, 7, 44, 6, 37, 34)";"(37, 34, 34, 7, 44, 6, 37, 34, 34)"; 1
"(37, 34, 34, 7, 44, 6, 37, 34, 34)";"(37, 34, 34, 7, 44, 6, 37, 34, 34)";"(34, 34, 7, 44, 6, 37, 34, 34, 7)"; 1
"(34, 7, 44, 6, 37, 34, 34, 7, 52)";"(34, 7, 44, 6, 37, 34, 34, 7, 52)";"(7, 44, 6, 37, 34, 34, 7, 52, 6)"; 1
"(7, 44, 6, 37, 34, 34, 7, 52, 6)";"(7, 44, 6, 37, 34, 34, 7, 52, 6)";"(44, 6, 37, 34, 34, 7, 52, 6, 30)"; 1
"(44, 6, 37, 34, 34, 7, 52, 6, 30)";"(44, 6, 37, 34, 34, 7, 52, 6, 30)";"(6, 37, 34, 34, 7, 52, 6, 30, 7)"; 1
"(6, 37, 34, 34, 7, 52, 6, 30, 7)";"(6, 37, 34, 34, 7, 52, 6, 30, 7)";"(37, 34, 34, 7, 52, 6, 30, 7, 5)"; 1
"(37, 34, 34, 7, 52, 6, 30, 7, 5)";"(37, 34, 34, 7, 52, 6, 30, 7, 5)";"(34, 34, 7, 52, 6, 30, 7, 5, 0)"; 1
"(34, 34, 7, 52, 6, 30, 7, 5, 0)";"(34, 34, 7, 52, 6, 30, 7, 5, 0)";"(34, 7, 52, 6, 30, 7, 5, 0, 4)"; 1
"(8, 37, 34, 34, 34, 16, 7, 5, 0)";"(8, 37, 34, 34, 34, 16, 7, 5, 0)";"(-2, -2, -2, -2, -2, -2, -2, -2, -2)"; 1
"(8, 37, 37, 34, 34, 16, 30, 7, 6)";"(8, 37, 37, 34, 34, 16, 30, 7, 6)";"(37, 37, 34, 34, 16, 30, 7, 6, 30)"; 1
"(37, 37, 34, 34, 16, 30, 7, 6, 30)";"(37, 37, 34, 34, 16, 30, 7, 6, 30)";"(37, 34, 34, 16, 30, 7, 6, 30, 7)"; 1
"(37, 34, 34, 16, 30, 7, 6, 30, 7)";"(37, 34, 34, 16, 30, 7, 6, 30, 7)";"(34, 34, 16, 30, 7, 6, 30, 7, 5)"; 1
"(34, 34, 16, 30, 7, 6, 30, 7, 5)";"(34, 34, 16, 30, 7, 6, 30, 7, 5)";"(34, 16, 30, 7, 6, 30, 7, 5, 0)"; 1
"(34, 16, 30, 7, 6, 30, 7, 5, 0)";"(34, 16, 30, 7, 6, 30, 7, 5, 0)";"(16, 30, 7, 6, 30, 7, 5, 0, 4)"; 1
"(16, 30, 7, 6, 30, 7, 5, 0, 4)";"(16, 30, 7, 6, 30, 7, 5, 0, 4)";"(30, 7, 6, 30, 7, 5, 0, 4, 8)"; 1
"(7, 6, 30, 7, 5, 0, 4, 8, 8)";"(7, 6, 30, 7, 5, 0, 4, 8, 8)";"(6, 30, 7, 5, 0, 4, 8, 8, 37)"; 1
"(6, 30, 7, 5, 0, 4, 8, 8, 37)";"(6, 30, 7, 5, 0, 4, 8, 8, 37)";"(30, 7, 5, 0, 4, 8, 8, 37, 40)"; 1
"(30, 7, 5, 0, 4, 8, 8, 37, 40)";"(30, 7, 5, 0, 4, 8, 8, 37, 40)";"(7, 5, 0, 4, 8, 8, 37, 40, 37)"; 1
"(7, 5, 0, 4, 8, 8, 37, 40, 37)";"(7, 5, 0, 4, 8, 8, 37, 40, 37)";"(5, 0, 4, 8, 8, 37, 40, 37, 37)"; 1
"(5, 0, 4, 8, 8, 37, 40, 37, 37)";"(5, 0, 4, 8, 8, 37, 40, 37, 37)";"(0, 4, 8, 8, 37, 40, 37, 37, 41)"; 1
"(0, 4, 8, 8, 37, 40, 37, 37, 41)";"(0, 4, 8, 8, 37, 40, 37, 37, 41)";"(4, 8, 8, 37, 40, 37, 37, 41, 6)"; 1
"(4, 8, 8, 37, 40, 37, 37, 41, 6)";"(4, 8, 8, 37, 40, 37, 37, 41, 6)";"(8, 8, 37, 40, 37, 37, 41, 6, 30)"; 1
